Año;Área;Grupo de edad de la madre;Número de Nacimientos;Población Mujeres;Tasa
2011;Bosa;45 a 49 años;15;20548;0.73
2011;Engativá;45 a 49 años;32;30349;1.05
2011;Rafael Uribe Uribe;45 a 49 años;9;12291;0.73
2011;Chapinero;45 a 49 años;3;5795;0.52
2011;Bogotá;45 a 49 años;215;258796;0.83
2011;Suba;45 a 49 años;26;41581;0.63
2011;San Cristóbal;45 a 49 años;13;12645;1.03
2011;Los Mártires;45 a 49 años;3;2956;1.01
2011;Teusaquillo;45 a 49 años;5;6010;0.83
2011;Antonio Nariño;45 a 49 años;2;3289;0.61
2011;Tunjuelito;45 a 49 años;4;6168;0.65
2011;Sumapaz;45 a 49 años;0;113;0
2012;Usme;45 a 49 años;4;10869;0.37
2012;Antonio Nariño;45 a 49 años;3;3182;0.94
2012;La Candelaria;45 a 49 años;1;628;1.59
2012;Barrios Unidos;45 a 49 años;3;5768;0.52
2012;Santa Fe;45 a 49 años;2;3231;0.62
2012;Bogotá;45 a 49 años;182;260814;0.7
2012;Chapinero;45 a 49 años;3;5815;0.52
2012;Bosa;45 a 49 años;13;21349;0.61
2012;Fontibón;45 a 49 años;9;13449;0.67
2012;Engativá;45 a 49 años;14;30197;0.46
2012;Tunjuelito;45 a 49 años;4;6125;0.65
2012;San Cristóbal;45 a 49 años;7;12708;0.55
2012;Ciudad Bolívar;45 a 49 años;17;18344;0.93
2012;Puente Aranda;45 a 49 años;10;9145;1.09
2012;Sumapaz;45 a 49 años;0;109;0
2012;Suba;45 a 49 años;28;42260;0.66
2012;Usaquén;45 a 49 años;15;20739;0.72
2012;Teusaquillo;45 a 49 años;5;5972;0.84
2012;Los Mártires;45 a 49 años;2;2891;0.69
2012;Rafael Uribe Uribe;45 a 49 años;12;12272;0.98
2012;Kennedy;45 a 49 años;30;35761;0.84
2013;Fontibón;45 a 49 años;11;13608;0.81
2013;Rafael Uribe Uribe;45 a 49 años;7;12196;0.57
2013;Engativá;45 a 49 años;15;29890;0.5
2013;Antonio Nariño;45 a 49 años;2;3075;0.65
2013;San Cristóbal;45 a 49 años;7;12716;0.55
2013;Bogotá;45 a 49 años;163;261346;0.62
2013;Chapinero;45 a 49 años;4;5794;0.69
2013;Los Mártires;45 a 49 años;4;2818;1.42
2013;Bosa;45 a 49 años;9;22000;0.41
2013;Usaquén;45 a 49 años;11;20764;0.53
2013;Puente Aranda;45 a 49 años;9;9025;1
2013;Ciudad Bolívar;45 a 49 años;14;18448;0.76
2013;Kennedy;45 a 49 años;23;35996;0.64
2013;Barrios Unidos;45 a 49 años;2;5491;0.36
2013;Tunjuelito;45 a 49 años;5;6051;0.83
2013;Santa Fe;45 a 49 años;1;3228;0.31
2013;Teusaquillo;45 a 49 años;7;5902;1.19
2013;Usme;45 a 49 años;3;10983;0.27
2013;Sumapaz;45 a 49 años;0;108;0
2013;Suba;45 a 49 años;28;42645;0.66
2013;La Candelaria;45 a 49 años;1;608;1.64
2014;Kennedy;45 a 49 años;20;36052;0.55
2014;Barrios Unidos;45 a 49 años;3;5234;0.57
2014;Teusaquillo;45 a 49 años;3;5802;0.52
2014;Sumapaz;45 a 49 años;1;106;9.43
2014;Los Mártires;45 a 49 años;0;2740;0
2014;Puente Aranda;45 a 49 años;5;8865;0.56
2014;Chapinero;45 a 49 años;12;5735;2.09
2014;Engativá;45 a 49 años;24;29455;0.81
2014;Fontibón;45 a 49 años;14;13684;1.02
2014;La Candelaria;45 a 49 años;1;588;1.7
2014;San Cristóbal;45 a 49 años;8;12673;0.63
2014;Usaquén;45 a 49 años;23;20650;1.11
2014;Santa Fe;45 a 49 años;4;3208;1.25
2014;Bosa;45 a 49 años;14;22501;0.62
2014;Antonio Nariño;45 a 49 años;2;2962;0.68
2014;Tunjuelito;45 a 49 años;3;5952;0.5
2014;Usme;45 a 49 años;8;11029;0.73
2014;Ciudad Bolívar;45 a 49 años;14;18466;0.76
2014;Suba;45 a 49 años;21;42763;0.49
2014;Bogotá;45 a 49 años;187;260532;0.72
2014;Rafael Uribe Uribe;45 a 49 años;7;12067;0.58
2015;Suba;45 a 49 años;30;42645;0.7
2015;Fontibón;45 a 49 años;10;13684;0.73
2015;Bogotá;45 a 49 años;175;258533;0.68
2015;Kennedy;45 a 49 años;22;35945;0.61
2015;Usaquén;45 a 49 años;12;20424;0.59
2015;La Candelaria;45 a 49 años;2;566;3.53
2015;Usme;45 a 49 años;9;11015;0.82
2015;San Cristóbal;45 a 49 años;11;12580;0.87
2015;Tunjuelito;45 a 49 años;3;5830;0.51
2015;Puente Aranda;45 a 49 años;9;8674;1.04
2015;Engativá;45 a 49 años;19;28917;0.66
2015;Santa Fe;45 a 49 años;2;3175;0.63
2015;Bosa;45 a 49 años;12;22850;0.53
2015;Antonio Nariño;45 a 49 años;3;2852;1.05
2015;Teusaquillo;45 a 49 años;4;5679;0.7
2015;Rafael Uribe Uribe;45 a 49 años;5;11894;0.42
2015;Los Mártires;45 a 49 años;0;2657;0
2015;Sumapaz;45 a 49 años;0;103;0
2015;Ciudad Bolívar;45 a 49 años;15;18399;0.82
2015;Sin Información;45 a 49 años;1;0;0
2015;Barrios Unidos;45 a 49 años;2;4999;0.4
2015;Chapinero;45 a 49 años;4;5645;0.71
2016;Chapinero;45 a 49 años;1;5546;0.18
2016;Fontibón;45 a 49 años;12;13644;0.88
2016;Barrios Unidos;45 a 49 años;5;4799;1.04
2016;San Cristóbal;45 a 49 años;6;12468;0.48
2016;Engativá;45 a 49 años;21;28367;0.74
2016;Bosa;45 a 49 años;14;23107;0.61
2016;Usaquén;45 a 49 años;21;20156;1.04
2016;Bogotá;45 a 49 años;183;256100;0.71
2016;Los Mártires;45 a 49 años;2;2579;0.78
2016;Santa Fe;45 a 49 años;1;3135;0.32
2016;Puente Aranda;45 a 49 años;8;8480;0.94
2016;Suba;45 a 49 años;27;42417;0.64
2016;Teusaquillo;45 a 49 años;2;5546;0.36
2016;La Candelaria;45 a 49 años;2;545;3.67
2016;Ciudad Bolívar;45 a 49 años;16;18299;0.87
2016;Sumapaz;45 a 49 años;0;100;0
2016;Tunjuelito;45 a 49 años;2;5703;0.35
2016;Kennedy;45 a 49 años;29;35780;0.81
2016;Sin Información;45 a 49 años;1;0;0
2016;Usme;45 a 49 años;3;10970;0.27
2016;Rafael Uribe Uribe;45 a 49 años;8;11711;0.68
2016;Antonio Nariño;45 a 49 años;2;2748;0.73
2017;La Candelaria;45 a 49 años;1;526;1.9
2017;Usme;45 a 49 años;8;10917;0.73
2017;Santa Fe;45 a 49 años;2;3097;0.65
2017;Los Mártires;45 a 49 años;4;2503;1.6
2017;Kennedy;45 a 49 años;19;35607;0.53
2017;Rafael Uribe Uribe;45 a 49 años;6;11535;0.52
2017;Chapinero;45 a 49 años;9;5445;1.65
2017;Sumapaz;45 a 49 años;0;101;0
2017;Bosa;45 a 49 años;11;23307;0.47
2017;Antonio Nariño;45 a 49 años;1;2659;0.38
2017;Barrios Unidos;45 a 49 años;1;4630;0.22
2017;Teusaquillo;45 a 49 años;5;5419;0.92
2017;Suba;45 a 49 años;27;42151;0.64
2017;Puente Aranda;45 a 49 años;4;8300;0.48
2017;Engativá;45 a 49 años;10;27855;0.36
2017;Usaquén;45 a 49 años;14;19883;0.7
2017;San Cristóbal;45 a 49 años;8;12356;0.65
2017;Bogotá;45 a 49 años;156;253659;0.61
2017;Fontibón;45 a 49 años;4;13590;0.29
2017;Ciudad Bolívar;45 a 49 años;19;18196;1.04
2017;Tunjuelito;45 a 49 años;3;5582;0.54
2018;Barrios Unidos;45 a 49 años;1;4512;0.22
2018;Teusaquillo;45 a 49 años;2;4884;0.41
2018;Ciudad Bolívar;45 a 49 años;11;18482;0.6
2018;Sumapaz;45 a 49 años;1;104;9.62
2018;Fontibón;45 a 49 años;8;13656;0.59
2018;Santa Fe;45 a 49 años;1;3145;0.32
2018;Tunjuelito;45 a 49 años;3;5815;0.52
2018;Usme;45 a 49 años;8;11077;0.72
2018;Bosa;45 a 49 años;10;23969;0.42
2018;San Cristóbal;45 a 49 años;5;12698;0.39
2018;Kennedy;45 a 49 años;15;35391;0.42
2018;Engativá;45 a 49 años;15;27680;0.54
2018;La Candelaria;45 a 49 años;2;473;4.23
2018;Los Mártires;45 a 49 años;0;2258;0
2018;Suba;45 a 49 años;21;41745;0.5
2018;Puente Aranda;45 a 49 años;5;8449;0.59
2018;Sin Información;45 a 49 años;2;0;0
2018;Bogotá;45 a 49 años;137;252723;0.54
2018;Usaquén;45 a 49 años;11;19035;0.58
2018;Chapinero;45 a 49 años;7;5111;1.37
2018;Rafael Uribe Uribe;45 a 49 años;7;11489;0.61
2018;Antonio Nariño;45 a 49 años;2;2750;0.73
2019;Rafael Uribe Uribe;45 a 49 años;2;11471;0.17
2019;Suba;45 a 49 años;32;42637;0.75
2019;Kennedy;45 a 49 años;25;35453;0.71
2019;Teusaquillo;45 a 49 años;6;5276;1.14
2019;Barrios Unidos;45 a 49 años;0;4596;0
2019;Los Mártires;45 a 49 años;0;2627;0
2019;Chapinero;45 a 49 años;9;5255;1.71
2019;Engativá;45 a 49 años;13;27272;0.48
2019;Usaquén;45 a 49 años;12;19405;0.62
2019;Antonio Nariño;45 a 49 años;0;2638;0
2019;Tunjuelito;45 a 49 años;4;5711;0.7
2019;Ciudad Bolívar;45 a 49 años;8;18508;0.43
2019;Bogotá;45 a 49 años;144;254843;0.57
2019;Puente Aranda;45 a 49 años;6;8253;0.73
2019;Santa Fe;45 a 49 años;3;3102;0.97
2019;La Candelaria;45 a 49 años;2;488;4.1
2019;Usme;45 a 49 años;4;11293;0.35
2019;San Cristóbal;45 a 49 años;4;12672;0.32
2019;Bosa;45 a 49 años;9;24195;0.37
2019;Sumapaz;45 a 49 años;0;109;0
2019;Fontibón;45 a 49 años;5;13882;0.36
2020;Puente Aranda;45 a 49 años;7;8146;0.86
2020;Usaquén;45 a 49 años;12;19919;0.6
2020;Los Mártires;45 a 49 años;2;2666;0.75
2020;Ciudad Bolívar;45 a 49 años;6;18894;0.32
2020;San Cristóbal;45 a 49 años;3;12653;0.24
2020;Fontibón;45 a 49 años;12;14007;0.86
2020;Suba;45 a 49 años;28;43142;0.65
2020;Teusaquillo;45 a 49 años;4;5317;0.75
2020;Antonio Nariño;45 a 49 años;2;2612;0.77
2020;Engativá;45 a 49 años;11;27317;0.4
2020;Chapinero;45 a 49 años;9;5428;1.66
2020;Usme;45 a 49 años;5;11346;0.44
2020;La Candelaria;45 a 49 años;0;497;0
2020;Tunjuelito;45 a 49 años;2;5668;0.35
2020;Kennedy;45 a 49 años;16;35921;0.45
2020;Bogotá;45 a 49 años;145;257521;0.56
2020;Barrios Unidos;45 a 49 años;3;4636;0.65
2020;Bosa;45 a 49 años;15;24567;0.61
2020;Rafael Uribe Uribe;45 a 49 años;7;11527;0.61
2020;Sumapaz;45 a 49 años;0;113;0
2020;Santa Fe;45 a 49 años;1;3145;0.32
2021;Barrios Unidos;45 a 49 años;6;4707;1.27
2021;Usme;45 a 49 años;3;11468;0.26
2021;Santa Fe;45 a 49 años;0;3215;0
2021;Puente Aranda;45 a 49 años;8;8218;0.97
2021;Usaquén;45 a 49 años;11;20441;0.54
2021;La Candelaria;45 a 49 años;0;488;0
2021;San Cristóbal;45 a 49 años;5;12538;0.4
2021;Tunjuelito;45 a 49 años;3;5594;0.54
2021;Teusaquillo;45 a 49 años;2;5479;0.37
2021;Rafael Uribe Uribe;45 a 49 años;4;11672;0.34
2021;Kennedy;45 a 49 años;20;36545;0.55
2021;Bogotá;45 a 49 años;129;260791;0.49
2021;Antonio Nariño;45 a 49 años;0;2592;0
2021;Sumapaz;45 a 49 años;0;105;0
2021;Fontibón;45 a 49 años;5;14206;0.35
2021;Engativá;45 a 49 años;14;27329;0.51
2021;Chapinero;45 a 49 años;3;5520;0.54
2021;Suba;45 a 49 años;23;43977;0.52
2021;Bosa;45 a 49 años;12;24903;0.48
2021;Ciudad Bolívar;45 a 49 años;8;19083;0.42
2021;Los Mártires;45 a 49 años;2;2711;0.74
2022;Santa Fe;45 a 49 años;2;3240;0.62
2022;Ciudad Bolívar;45 a 49 años;18;19454;0.93
2022;San Cristóbal;45 a 49 años;0;12490;0
2022;Sumapaz;45 a 49 años;0;102;0
2022;Rafael Uribe Uribe;45 a 49 años;7;11649;0.6
2022;La Candelaria;45 a 49 años;0;480;0
2022;Los Mártires;45 a 49 años;2;2707;0.74
2022;Usme;45 a 49 años;4;11585;0.35
2022;Puente Aranda;45 a 49 años;5;8205;0.61
2022;Teusaquillo;45 a 49 años;4;5606;0.71
2022;Fontibón;45 a 49 años;9;14378;0.63
2022;Usaquén;45 a 49 años;6;20805;0.29
2022;Kennedy;45 a 49 años;22;37214;0.59
2022;Engativá;45 a 49 años;10;27813;0.36
2022;Sin Información;45 a 49 años;1;0;0
2022;Antonio Nariño;45 a 49 años;2;2565;0.78
2022;Bogotá;45 a 49 años;144;264183;0.55
2022;Chapinero;45 a 49 años;12;5677;2.11
2022;Bosa;45 a 49 años;14;25411;0.55
2022;Suba;45 a 49 años;25;44477;0.56
2022;Barrios Unidos;45 a 49 años;0;4799;0
2022;Tunjuelito;45 a 49 años;1;5526;0.18
2023;La Candelaria;45 a 49 años;2;497;4.02
2023;Usme;45 a 49 años;5;11803;0.42
2023;Usaquén;45 a 49 años;12;21560;0.56
2023;Suba;45 a 49 años;25;45186;0.55
2023;Rafael Uribe Uribe;45 a 49 años;5;11610;0.43
2023;Los Mártires;45 a 49 años;0;2682;0
2023;Barrios Unidos;45 a 49 años;4;4826;0.83
2023;Sumapaz;45 a 49 años;0;96;0
2023;Kennedy;45 a 49 años;10;37956;0.26
2023;Engativá;45 a 49 años;10;28101;0.36
2023;San Cristóbal;45 a 49 años;4;12505;0.32
2023;Santa Fe;45 a 49 años;3;3320;0.9
2023;Teusaquillo;45 a 49 años;3;6039;0.5
2023;Tunjuelito;45 a 49 años;4;5591;0.72
2023;Puente Aranda;45 a 49 años;4;8241;0.49
2023;Ciudad Bolívar;45 a 49 años;8;19466;0.41
2023;Bogotá;45 a 49 años;120;268184;0.45
2023;Fontibón;45 a 49 años;4;14526;0.28
2023;Chapinero;45 a 49 años;7;5911;1.18
2023;Bosa;45 a 49 años;10;25675;0.39
2023;Antonio Nariño;45 a 49 años;0;2593;0
2024p;Suba;45 a 49 años;19;45813;0.41
2024p;Santa Fe;45 a 49 años;1;3421;0.29
2024p;Chapinero;45 a 49 años;8;6169;1.3
2024p;Tunjuelito;45 a 49 años;2;5625;0.36
2024p;Usaquén;45 a 49 años;17;22207;0.77
2024p;Fontibón;45 a 49 años;3;14604;0.21
2024p;Barrios Unidos;45 a 49 años;6;4914;1.22
2024p;Los Mártires;45 a 49 años;2;2648;0.76
2024p;Antonio Nariño;45 a 49 años;2;2608;0.77
2024p;Usme;45 a 49 años;4;11974;0.33
2024p;Engativá;45 a 49 años;13;28624;0.45
2024p;Bogotá;45 a 49 años;121;272960;0.44
2024p;Kennedy;45 a 49 años;16;38750;0.41
2024p;San Cristóbal;45 a 49 años;2;12446;0.16
2024p;Puente Aranda;45 a 49 años;4;8388;0.48
2024p;Teusaquillo;45 a 49 años;3;6258;0.48
2024p;Bosa;45 a 49 años;5;26026;0.19
2024p;Sumapaz;45 a 49 años;0;101;0
2024p;Rafael Uribe Uribe;45 a 49 años;4;11869;0.34
2024p;Ciudad Bolívar;45 a 49 años;9;19995;0.45
2024p;La Candelaria;45 a 49 años;1;520;1.92
2005;Usaquén;50 a 54 años;1;13655;0.07
2005;Tunjuelito;50 a 54 años;0;4287;0
2005;Ciudad Bolívar;50 a 54 años;0;11279;0
2005;Usme;50 a 54 años;0;6161;0
2005;Fontibón;50 a 54 años;0;7748;0
2005;Kennedy;50 a 54 años;1;23549;0.04
2005;Sin Información;50 a 54 años;1;0;0
2005;Santa Fe;50 a 54 años;0;2289;0
2005;Bogotá;50 a 54 años;4;172528;0.02
2005;Barrios Unidos;50 a 54 años;0;7037;0
2005;La Candelaria;50 a 54 años;0;621;0
2005;Sumapaz;50 a 54 años;0;124;0
2005;Suba;50 a 54 años;0;23998;0
2005;Antonio Nariño;50 a 54 años;0;3212;0
2005;Bosa;50 a 54 años;1;10458;0.1
2005;Puente Aranda;50 a 54 años;0;6788;0
2005;San Cristóbal;50 a 54 años;0;8799;0
2005;Engativá;50 a 54 años;0;21852;0
2005;Los Mártires;50 a 54 años;0;2695;0
2005;Rafael Uribe Uribe;50 a 54 años;0;8868;0
2005;Teusaquillo;50 a 54 años;0;4939;0
2005;Chapinero;50 a 54 años;0;4169;0
2006;Fontibón;50 a 54 años;1;8345;0.12
2006;Engativá;50 a 54 años;1;22574;0.04
2006;Los Mártires;50 a 54 años;0;2659;0
2006;Bosa;50 a 54 años;0;11628;0
2006;Usaquén;50 a 54 años;1;14659;0.07
2006;Teusaquillo;50 a 54 años;0;5096;0
2006;Barrios Unidos;50 a 54 años;0;6720;0
2006;Tunjuelito;50 a 54 años;0;4393;0
2006;Rafael Uribe Uribe;50 a 54 años;1;9134;0.11
2006;Ciudad Bolívar;50 a 54 años;1;11870;0.08
2006;Chapinero;50 a 54 años;1;4445;0.22
2006;Antonio Nariño;50 a 54 años;0;3135;0
2006;Bogotá;50 a 54 años;11;181125;0.06
2006;Usme;50 a 54 años;0;6624;0
2006;La Candelaria;50 a 54 años;0;611;0
2006;Santa Fe;50 a 54 años;0;2386;0
2006;Puente Aranda;50 a 54 años;1;6979;0.14
2006;Sumapaz;50 a 54 años;0;118;0
2006;Kennedy;50 a 54 años;0;24721;0
2006;San Cristóbal;50 a 54 años;0;9073;0
2006;Suba;50 a 54 años;4;25955;0.15
2007;Ciudad Bolívar;50 a 54 años;0;12482;0
2007;Fontibón;50 a 54 años;0;8939;0
2007;Engativá;50 a 54 años;1;23337;0.04
2007;Usaquén;50 a 54 años;1;15589;0.06
2007;Suba;50 a 54 años;1;27868;0.04
2007;Teusaquillo;50 a 54 años;0;5247;0
2007;Tunjuelito;50 a 54 años;1;4514;0.22
2007;Los Mártires;50 a 54 años;0;2639;0
2007;Bosa;50 a 54 años;1;12785;0.08
2007;Chapinero;50 a 54 años;0;4694;0
2007;Santa Fe;50 a 54 años;0;2482;0
2007;San Cristóbal;50 a 54 años;0;9379;0
2007;Usme;50 a 54 años;1;7085;0.14
2007;Kennedy;50 a 54 años;1;25907;0.04
2007;Barrios Unidos;50 a 54 años;0;6450;0
2007;Bogotá;50 a 54 años;7;189796;0.04
2007;Puente Aranda;50 a 54 años;0;7186;0
2007;La Candelaria;50 a 54 años;0;606;0
2007;Rafael Uribe Uribe;50 a 54 años;0;9419;0
2007;Antonio Nariño;50 a 54 años;0;3076;0
2007;Sumapaz;50 a 54 años;0;112;0
2008;Barrios Unidos;50 a 54 años;2;6216;0.32
2008;Sumapaz;50 a 54 años;0;110;0
2008;Puente Aranda;50 a 54 años;1;7409;0.13
2008;Engativá;50 a 54 años;4;24135;0.17
2008;Usme;50 a 54 años;0;7541;0
2008;Usaquén;50 a 54 años;4;16445;0.24
2008;Kennedy;50 a 54 años;4;27096;0.15
2008;Suba;50 a 54 años;8;29741;0.27
2008;Fontibón;50 a 54 años;2;9529;0.21
2008;Bosa;50 a 54 años;4;13924;0.29
2008;Ciudad Bolívar;50 a 54 años;2;13094;0.15
2008;Chapinero;50 a 54 años;0;4917;0
2008;Los Mártires;50 a 54 años;2;2627;0.76
2008;Antonio Nariño;50 a 54 años;1;3035;0.33
2008;Rafael Uribe Uribe;50 a 54 años;3;9722;0.31
2008;San Cristóbal;50 a 54 años;6;9711;0.62
2008;Bogotá;50 a 54 años;48;198468;0.24
2008;Santa Fe;50 a 54 años;1;2578;0.39
2008;La Candelaria;50 a 54 años;0;603;0
2008;Teusaquillo;50 a 54 años;2;5389;0.37
2008;Tunjuelito;50 a 54 años;2;4646;0.43
2009;Sumapaz;50 a 54 años;0;107;0
2009;Suba;50 a 54 años;7;31579;0.22
2009;Santa Fe;50 a 54 años;0;2673;0
2009;Fontibón;50 a 54 años;0;10114;0
2009;Puente Aranda;50 a 54 años;2;7648;0.26
2009;Bosa;50 a 54 años;1;15052;0.07
2009;Teusaquillo;50 a 54 años;1;5520;0.18
2009;Tunjuelito;50 a 54 años;0;4790;0
2009;Kennedy;50 a 54 años;1;28285;0.04
2009;Los Mártires;50 a 54 años;0;2626;0
2009;Antonio Nariño;50 a 54 años;0;3009;0
2009;Engativá;50 a 54 años;1;24958;0.04
2009;Ciudad Bolívar;50 a 54 años;1;13714;0.07
2009;San Cristóbal;50 a 54 años;1;10071;0.1
2009;La Candelaria;50 a 54 años;0;602;0
2009;Usme;50 a 54 años;0;7997;0
2009;Barrios Unidos;50 a 54 años;1;6014;0.17
2009;Rafael Uribe Uribe;50 a 54 años;0;10036;0
2009;Usaquén;50 a 54 años;0;17223;0
2009;Chapinero;50 a 54 años;0;5108;0
2009;Bogotá;50 a 54 años;16;207126;0.08
2010;Santa Fe;50 a 54 años;0;2762;0
2010;Antonio Nariño;50 a 54 años;1;2994;0.33
2010;Los Mártires;50 a 54 años;1;2635;0.38
2010;Fontibón;50 a 54 años;2;10692;0.19
2010;San Cristóbal;50 a 54 años;6;10449;0.57
2010;Chapinero;50 a 54 años;0;5272;0
2010;Bogotá;50 a 54 años;45;215654;0.21
2010;Teusaquillo;50 a 54 años;2;5637;0.35
2010;Usme;50 a 54 años;1;8443;0.12
2010;Suba;50 a 54 años;4;33369;0.12
2010;Engativá;50 a 54 años;4;25790;0.16
2010;Rafael Uribe Uribe;50 a 54 años;1;10356;0.1
2010;Barrios Unidos;50 a 54 años;1;5834;0.17
2010;Tunjuelito;50 a 54 años;2;4940;0.4
2010;Sin Información;50 a 54 años;1;0;0
2010;Bosa;50 a 54 años;3;16160;0.19
2010;La Candelaria;50 a 54 años;0;606;0
2010;Usaquén;50 a 54 años;2;17919;0.11
2010;Sumapaz;50 a 54 años;0;106;0
2010;Puente Aranda;50 a 54 años;3;7895;0.38
2010;Ciudad Bolívar;50 a 54 años;2;14338;0.14
2010;Kennedy;50 a 54 años;9;29457;0.31
2011;Bogotá;50 a 54 años;41;223770;0.18
2011;Teusaquillo;50 a 54 años;1;5731;0.17
2011;Tunjuelito;50 a 54 años;1;5091;0.2
2011;Ciudad Bolívar;50 a 54 años;2;14937;0.13
2011;Suba;50 a 54 años;5;35078;0.14
2011;Kennedy;50 a 54 años;5;30575;0.16
2011;Barrios Unidos;50 a 54 años;3;5663;0.53
2011;Usme;50 a 54 años;4;8873;0.45
2011;Rafael Uribe Uribe;50 a 54 años;2;10667;0.19
2011;Fontibón;50 a 54 años;2;11254;0.18
2011;Sumapaz;50 a 54 años;0;105;0
2011;San Cristóbal;50 a 54 años;3;10831;0.28
2011;Santa Fe;50 a 54 años;0;2843;0
2011;Usaquén;50 a 54 años;2;18514;0.11
2011;Chapinero;50 a 54 años;0;5401;0
2011;Los Mártires;50 a 54 años;0;2646;0
2011;Bosa;50 a 54 años;4;17231;0.23
2011;Antonio Nariño;50 a 54 años;0;2985;0
2011;Engativá;50 a 54 años;4;26594;0.15
2011;La Candelaria;50 a 54 años;1;612;1.63
2011;Puente Aranda;50 a 54 años;2;8139;0.25
2012;Puente Aranda;50 a 54 años;2;8365;0.24
2012;Suba;50 a 54 años;8;36643;0.22
2012;La Candelaria;50 a 54 años;0;616;0
2012;Ciudad Bolívar;50 a 54 años;6;15488;0.39
2012;Engativá;50 a 54 años;4;27320;0.15
2012;Fontibón;50 a 54 años;2;11777;0.17
2012;Sumapaz;50 a 54 años;0;107;0
2012;Antonio Nariño;50 a 54 años;1;2979;0.34
2012;San Cristóbal;50 a 54 años;2;11198;0.18
2012;Santa Fe;50 a 54 años;2;2915;0.69
2012;Usaquén;50 a 54 años;1;18986;0.05
2012;Barrios Unidos;50 a 54 años;2;5497;0.36
2012;Kennedy;50 a 54 años;5;31586;0.16
2012;Tunjuelito;50 a 54 años;1;5235;0.19
2012;Bogotá;50 a 54 años;38;231111;0.16
2012;Teusaquillo;50 a 54 años;1;5797;0.17
2012;Chapinero;50 a 54 años;0;5490;0
2012;Usme;50 a 54 años;0;9271;0
2012;Rafael Uribe Uribe;50 a 54 años;0;10951;0
2012;Los Mártires;50 a 54 años;0;2653;0
2012;Bosa;50 a 54 años;1;18237;0.05
2013;Rafael Uribe Uribe;50 a 54 años;0;11199;0
2013;Usaquén;50 a 54 años;4;19329;0.21
2013;Santa Fe;50 a 54 años;1;2972;0.34
2013;Barrios Unidos;50 a 54 años;4;5336;0.75
2013;Antonio Nariño;50 a 54 años;0;2967;0
2013;Ciudad Bolívar;50 a 54 años;4;15979;0.25
2013;Suba;50 a 54 años;6;38041;0.16
2013;San Cristóbal;50 a 54 años;1;11539;0.09
2013;Tunjuelito;50 a 54 años;0;5361;0
2013;Puente Aranda;50 a 54 años;1;8565;0.12
2013;Usme;50 a 54 años;0;9625;0
2013;Bogotá;50 a 54 años;35;237485;0.15
2013;Sumapaz;50 a 54 años;0;107;0
2013;Kennedy;50 a 54 años;2;32469;0.06
2013;Teusaquillo;50 a 54 años;1;5829;0.17
2013;La Candelaria;50 a 54 años;1;622;1.61
2013;Los Mártires;50 a 54 años;0;2658;0
2013;Bosa;50 a 54 años;3;19158;0.16
2013;Chapinero;50 a 54 años;0;5538;0
2013;Fontibón;50 a 54 años;1;12247;0.08
2013;Engativá;50 a 54 años;6;27944;0.21
2014;Teusaquillo;50 a 54 años;0;5830;0
2014;Sumapaz;50 a 54 años;0;109;0
2014;Puente Aranda;50 a 54 años;1;8733;0.11
2014;Rafael Uribe Uribe;50 a 54 años;1;11401;0.09
2014;Antonio Nariño;50 a 54 años;0;2952;0
2014;Suba;50 a 54 años;6;39234;0.15
2014;Kennedy;50 a 54 años;3;33203;0.09
2014;Barrios Unidos;50 a 54 años;1;5177;0.19
2014;Engativá;50 a 54 años;5;28449;0.18
2014;Usme;50 a 54 años;0;9932;0
2014;Bogotá;50 a 54 años;26;242747;0.11
2014;Los Mártires;50 a 54 años;0;2655;0
2014;Santa Fe;50 a 54 años;1;3012;0.33
2014;Fontibón;50 a 54 años;0;12655;0
2014;Tunjuelito;50 a 54 años;0;5470;0
2014;Bosa;50 a 54 años;3;19982;0.15
2014;Ciudad Bolívar;50 a 54 años;1;16400;0.06
2014;Usaquén;50 a 54 años;2;19543;0.1
2014;La Candelaria;50 a 54 años;0;622;0
2014;Chapinero;50 a 54 años;1;5547;0.18
2014;San Cristóbal;50 a 54 años;1;11841;0.08
2015;Antonio Nariño;50 a 54 años;0;2933;0
2015;Suba;50 a 54 años;3;40217;0.07
2015;La Candelaria;50 a 54 años;0;621;0
2015;Usme;50 a 54 años;1;10189;0.1
2015;San Cristóbal;50 a 54 años;0;12101;0
2015;Ciudad Bolívar;50 a 54 años;2;16750;0.12
2015;Usaquén;50 a 54 años;2;19639;0.1
2015;Chapinero;50 a 54 años;0;5521;0
2015;Teusaquillo;50 a 54 años;0;5801;0
2015;Barrios Unidos;50 a 54 años;0;5029;0
2015;Los Mártires;50 a 54 años;0;2645;0
2015;Fontibón;50 a 54 años;2;12997;0.15
2015;Tunjuelito;50 a 54 años;0;5557;0
2015;Puente Aranda;50 a 54 años;4;8859;0.45
2015;Sumapaz;50 a 54 años;0;111;0
2015;Engativá;50 a 54 años;5;28822;0.17
2015;Bogotá;50 a 54 años;24;246877;0.1
2015;Rafael Uribe Uribe;50 a 54 años;1;11555;0.09
2015;Santa Fe;50 a 54 años;0;3042;0
2015;Kennedy;50 a 54 años;4;33788;0.12
2015;Bosa;50 a 54 años;0;20700;0
2016;Usme;50 a 54 años;2;10393;0.19
2016;Rafael Uribe Uribe;50 a 54 años;1;11666;0.09
2016;Sumapaz;50 a 54 años;0;113;0
