Año;Área;Grupo de edad de la madre;Número de Nacimientos;Población Mujeres;Tasa
2017;Chapinero;20 a 24 años;293;7318;40.04
2017;Usaquén;20 a 24 años;1047;23481;44.59
2017;Teusaquillo;20 a 24 años;170;6521;26.07
2017;Santa Fe;20 a 24 años;424;5268;80.49
2017;Sin Información;20 a 24 años;67;0;0
2017;Suba;20 a 24 años;3185;54181;58.78
2017;Rafael Uribe Uribe;20 a 24 años;1439;17271;83.32
2017;Engativá;20 a 24 años;1936;37221;52.01
2018;Usme;20 a 24 años;1638;18764;87.29
2018;San Cristóbal;20 a 24 años;1513;18921;79.96
2018;Engativá;20 a 24 años;1914;37446;51.11
2018;Sumapaz;20 a 24 años;12;116;103.45
2018;Bosa;20 a 24 años;2837;36090;78.61
2018;Suba;20 a 24 años;2814;54899;51.26
2018;Barrios Unidos;20 a 24 años;272;6223;43.71
2018;Kennedy;20 a 24 años;3296;49465;66.63
2018;Tunjuelito;20 a 24 años;669;8250;81.09
2018;Usaquén;20 a 24 años;989;23605;41.9
2018;La Candelaria;20 a 24 años;62;808;76.73
2018;Puente Aranda;20 a 24 años;543;10895;49.84
2018;Antonio Nariño;20 a 24 años;257;3681;69.82
2018;Rafael Uribe Uribe;20 a 24 años;1438;17181;83.7
2018;Santa Fe;20 a 24 años;481;5140;93.58
2018;Los Mártires;20 a 24 años;325;3835;84.75
2018;Ciudad Bolívar;20 a 24 años;3014;31434;95.88
2018;Teusaquillo;20 a 24 años;163;6107;26.69
2018;Sin Información;20 a 24 años;49;0;0
2018;Chapinero;20 a 24 años;234;7516;31.13
2018;Bogotá;20 a 24 años;23358;357433;65.35
2018;Fontibón;20 a 24 años;838;17057;49.13
2019;Barrios Unidos;20 a 24 años;248;6257;39.64
2019;Bogotá;20 a 24 años;22705;360197;63.03
2019;Puente Aranda;20 a 24 años;614;10778;56.97
2019;Bosa;20 a 24 años;2681;36464;73.52
2019;San Cristóbal;20 a 24 años;1426;18917;75.38
2019;Usme;20 a 24 años;1557;19103;81.51
2019;Engativá;20 a 24 años;1769;37112;47.67
2019;Ciudad Bolívar;20 a 24 años;2902;31468;92.22
2019;Antonio Nariño;20 a 24 años;261;3753;69.54
2019;Kennedy;20 a 24 años;3284;48928;67.12
2019;Rafael Uribe Uribe;20 a 24 años;1426;17326;82.3
2019;Teusaquillo;20 a 24 años;177;6535;27.08
2019;Los Mártires;20 a 24 años;398;4661;85.39
2019;Chapinero;20 a 24 años;225;7503;29.99
2019;Fontibón;20 a 24 años;852;17469;48.77
2019;Usaquén;20 a 24 años;922;23706;38.89
2019;Tunjuelito;20 a 24 años;635;8232;77.14
2019;La Candelaria;20 a 24 años;67;823;81.41
2019;Suba;20 a 24 años;2692;55719;48.31
2019;Sin Información;20 a 24 años;41;0;0
2019;Santa Fe;20 a 24 años;518;5324;97.3
2019;Sumapaz;20 a 24 años;10;119;84.03
2020;Antonio Nariño;20 a 24 años;274;3759;72.89
2020;Ciudad Bolívar;20 a 24 años;2813;31849;88.32
2020;Suba;20 a 24 años;2619;55367;47.3
2020;Tunjuelito;20 a 24 años;602;8157;73.8
2020;Bosa;20 a 24 años;2618;36970;70.81
2020;Puente Aranda;20 a 24 años;522;10578;49.35
2020;San Cristóbal;20 a 24 años;1278;18982;67.33
2020;Kennedy;20 a 24 años;3032;48544;62.46
2020;Usaquén;20 a 24 años;782;23145;33.79
2020;Usme;20 a 24 años;1376;19329;71.19
2020;Barrios Unidos;20 a 24 años;278;6054;45.92
2020;Chapinero;20 a 24 años;194;7036;27.57
2020;La Candelaria;20 a 24 años;55;794;69.27
2020;Fontibón;20 a 24 años;733;17174;42.68
2020;Engativá;20 a 24 años;1626;36567;44.47
2020;Sin Información;20 a 24 años;39;0;0
2020;Los Mártires;20 a 24 años;359;4478;80.17
2020;Bogotá;20 a 24 años;21119;357935;59
2020;Teusaquillo;20 a 24 años;141;6336;22.25
2020;Sumapaz;20 a 24 años;16;120;133.33
2020;Santa Fe;20 a 24 años;432;5325;81.13
2020;Rafael Uribe Uribe;20 a 24 años;1330;17371;76.56
2021;San Cristóbal;20 a 24 años;1071;18282;58.58
2021;Bosa;20 a 24 años;2105;36676;57.39
2021;Engativá;20 a 24 años;1163;35212;33.03
2021;Tunjuelito;20 a 24 años;505;7676;65.79
2021;Puente Aranda;20 a 24 años;413;10060;41.05
2021;Sumapaz;20 a 24 años;15;113;132.74
2021;Teusaquillo;20 a 24 años;92;6052;15.2
2021;Rafael Uribe Uribe;20 a 24 años;1052;16355;64.32
2021;Santa Fe;20 a 24 años;355;5318;66.75
2021;Sin Información;20 a 24 años;30;0;0
2021;Chapinero;20 a 24 años;142;6360;22.33
2021;Fontibón;20 a 24 años;548;16606;33
2021;Ciudad Bolívar;20 a 24 años;2280;31138;73.22
2021;Kennedy;20 a 24 años;2338;47268;49.46
2021;La Candelaria;20 a 24 años;37;741;49.93
2021;Usaquén;20 a 24 años;630;22368;28.17
2021;Usme;20 a 24 años;1132;18867;60
2021;Suba;20 a 24 años;1994;53683;37.14
2021;Los Mártires;20 a 24 años;323;4286;75.36
2021;Bogotá;20 a 24 años;16580;346233;47.89
2021;Antonio Nariño;20 a 24 años;202;3533;57.18
2021;Barrios Unidos;20 a 24 años;153;5639;27.13
2022;Usaquén;20 a 24 años;579;22248;26.02
2022;La Candelaria;20 a 24 años;54;715;75.52
2022;Usme;20 a 24 años;990;18693;52.96
2022;Rafael Uribe Uribe;20 a 24 años;945;15950;59.25
2022;Sumapaz;20 a 24 años;3;107;28.04
2022;Suba;20 a 24 años;1840;52572;35
2022;Tunjuelito;20 a 24 años;397;7303;54.36
2022;San Cristóbal;20 a 24 años;900;17420;51.66
2022;Kennedy;20 a 24 años;2099;44237;47.45
2022;Antonio Nariño;20 a 24 años;161;3406;47.27
2022;Fontibón;20 a 24 años;529;16150;32.76
2022;Sin Información;20 a 24 años;12;0;0
2022;Santa Fe;20 a 24 años;288;5397;53.36
2022;Chapinero;20 a 24 años;133;5604;23.73
2022;Bosa;20 a 24 años;1765;34561;51.07
2022;Bogotá;20 a 24 años;14665;332585;44.09
2022;Teusaquillo;20 a 24 años;119;5944;20.02
2022;Engativá;20 a 24 años;1131;32664;34.63
2022;Puente Aranda;20 a 24 años;342;9420;36.31
2022;Ciudad Bolívar;20 a 24 años;1947;30971;62.87
2022;Barrios Unidos;20 a 24 años;165;5296;31.16
2022;Los Mártires;20 a 24 años;266;3927;67.74
2023;Antonio Nariño;20 a 24 años;158;3177;49.73
2023;Barrios Unidos;20 a 24 años;146;5495;26.57
2023;La Candelaria;20 a 24 años;36;655;54.96
2023;Bogotá;20 a 24 años;13704;318923;42.97
2023;Kennedy;20 a 24 años;1992;42157;47.25
2023;Suba;20 a 24 años;1807;49622;36.42
2023;Sumapaz;20 a 24 años;10;107;93.46
2023;Usaquén;20 a 24 años;561;20404;27.49
2023;Fontibón;20 a 24 años;465;15396;30.2
2023;Tunjuelito;20 a 24 años;368;7072;52.04
2023;Los Mártires;20 a 24 años;217;3638;59.65
2023;Sin Información;20 a 24 años;2;0;0
2023;Chapinero;20 a 24 años;150;4946;30.33
2023;Usme;20 a 24 años;889;18115;49.08
2023;Rafael Uribe Uribe;20 a 24 años;868;15651;55.46
2023;San Cristóbal;20 a 24 años;803;17311;46.39
2023;Puente Aranda;20 a 24 años;354;9062;39.06
2023;Teusaquillo;20 a 24 años;101;4022;25.11
2023;Bosa;20 a 24 años;1601;32975;48.55
2023;Ciudad Bolívar;20 a 24 años;1766;33159;53.26
2023;Santa Fe;20 a 24 años;268;4939;54.26
2023;Engativá;20 a 24 años;1142;31020;36.81
2024p;Los Mártires;20 a 24 años;231;3338;69.2
2024p;La Candelaria;20 a 24 años;26;642;40.5
2024p;Teusaquillo;20 a 24 años;78;3376;23.1
2024p;Ciudad Bolívar;20 a 24 años;1701;32220;52.79
2024p;Chapinero;20 a 24 años;114;4392;25.96
2024p;San Cristóbal;20 a 24 años;774;16955;45.65
2024p;Sumapaz;20 a 24 años;1;111;9.01
2024p;Puente Aranda;20 a 24 años;305;8587;35.52
2024p;Antonio Nariño;20 a 24 años;124;3073;40.35
2024p;Kennedy;20 a 24 años;1817;40391;44.99
2024p;Santa Fe;20 a 24 años;226;4472;50.54
2024p;Bogotá;20 a 24 años;12562;305342;41.14
2024p;Fontibón;20 a 24 años;416;14900;27.92
2024p;Suba;20 a 24 años;1624;47893;33.91
2024p;Tunjuelito;20 a 24 años;330;6830;48.32
2024p;Rafael Uribe Uribe;20 a 24 años;762;15407;49.46
2024p;Usme;20 a 24 años;831;17500;47.49
2024p;Barrios Unidos;20 a 24 años;153;5246;29.17
2024p;Engativá;20 a 24 años;942;29569;31.86
2024p;Usaquén;20 a 24 años;536;19024;28.17
2024p;Bosa;20 a 24 años;1565;31416;49.82
2024p;Sin Información;20 a 24 años;6;0;0
2005;Antonio Nariño;25 a 29 años;266;4677;56.87
2005;San Cristóbal;25 a 29 años;1723;16812;102.49
2005;Santa Fe;25 a 29 años;520;4147;125.39
2005;Usme;25 a 29 años;1237;12225;101.19
2005;Sin Información;25 a 29 años;507;0;0
2005;Tunjuelito;25 a 29 años;1067;7822;136.41
2005;Fontibón;25 a 29 años;1386;14349;96.59
2005;Teusaquillo;25 a 29 años;332;6859;48.4
2005;Bosa;25 a 29 años;2109;21663;97.35
2005;Usaquén;25 a 29 años;1453;20623;70.46
2005;Los Mártires;25 a 29 años;408;4223;96.61
2005;Sumapaz;25 a 29 años;15;199;75.38
2005;Puente Aranda;25 a 29 años;1030;11471;89.79
2005;Barrios Unidos;25 a 29 años;411;9669;42.51
2005;Kennedy;25 a 29 años;3497;44706;78.22
2005;La Candelaria;25 a 29 años;51;1108;46.03
2005;Chapinero;25 a 29 años;431;7343;58.7
2005;Rafael Uribe Uribe;25 a 29 años;1594;15996;99.65
2005;Bogotá;25 a 29 años;27205;308148;88.29
2005;Ciudad Bolívar;25 a 29 años;2343;24248;96.63
2005;Engativá;25 a 29 años;3072;36852;83.36
2005;Suba;25 a 29 años;3753;43156;86.96
2006;La Candelaria;25 a 29 años;45;1060;42.45
2006;Puente Aranda;25 a 29 años;1087;11456;94.88
2006;Los Mártires;25 a 29 años;356;4110;86.62
2006;Ciudad Bolívar;25 a 29 años;2266;24852;91.18
2006;Usaquén;25 a 29 años;1413;21684;65.16
2006;Sumapaz;25 a 29 años;9;182;49.45
2006;Antonio Nariño;25 a 29 años;257;4474;57.44
2006;Fontibón;25 a 29 años;1360;15002;90.65
2006;Bogotá;25 a 29 años;27733;315782;87.82
2006;Chapinero;25 a 29 años;452;7689;58.79
2006;Kennedy;25 a 29 años;3639;45635;79.74
2006;Bosa;25 a 29 años;2203;23396;94.16
2006;Suba;25 a 29 años;3821;45398;84.17
2006;Santa Fe;25 a 29 años;516;4249;121.44
2006;San Cristóbal;25 a 29 años;1707;16845;101.34
2006;Rafael Uribe Uribe;25 a 29 años;1561;16048;97.27
2006;Sin Información;25 a 29 años;668;0;0
2006;Teusaquillo;25 a 29 años;325;6962;46.68
2006;Tunjuelito;25 a 29 años;1010;7807;129.37
2006;Engativá;25 a 29 años;3298;37085;88.93
2006;Barrios Unidos;25 a 29 años;450;9031;49.83
2006;Usme;25 a 29 años;1290;12817;100.65
2007;Sin Información;25 a 29 años;538;0;0
2007;Tunjuelito;25 a 29 años;898;7805;115.05
2007;Usaquén;25 a 29 años;1533;22583;67.88
2007;Teusaquillo;25 a 29 años;324;7055;45.92
2007;Los Mártires;25 a 29 años;359;4026;89.17
2007;Rafael Uribe Uribe;25 a 29 años;1570;16108;97.47
2007;Fontibón;25 a 29 años;1385;15568;88.96
2007;Barrios Unidos;25 a 29 años;517;8490;60.9
2007;Chapinero;25 a 29 años;444;7976;55.67
2007;Engativá;25 a 29 años;3251;37322;87.11
2007;Suba;25 a 29 años;4023;47349;84.96
2007;Sumapaz;25 a 29 años;16;167;95.81
2007;Santa Fe;25 a 29 años;488;4348;112.24
2007;San Cristóbal;25 a 29 años;1793;16902;106.08
2007;Bogotá;25 a 29 años;28915;322630;89.62
2007;Usme;25 a 29 años;1409;13357;105.49
2007;La Candelaria;25 a 29 años;58;1019;56.92
2007;Ciudad Bolívar;25 a 29 años;2562;25405;100.85
2007;Kennedy;25 a 29 años;3999;46447;86.1
2007;Puente Aranda;25 a 29 años;1122;11449;98
2007;Bosa;25 a 29 años;2347;24947;94.08
2007;Antonio Nariño;25 a 29 años;279;4307;64.78
2008;San Cristóbal;25 a 29 años;1769;16942;104.42
2008;Antonio Nariño;25 a 29 años;328;4161;78.83
2008;Engativá;25 a 29 años;3173;37475;84.67
2008;Ciudad Bolívar;25 a 29 años;2619;25868;101.24
2008;Chapinero;25 a 29 años;410;8189;50.07
2008;Puente Aranda;25 a 29 años;1072;11415;93.91
2008;La Candelaria;25 a 29 años;77;982;78.41
2008;Sumapaz;25 a 29 años;12;156;76.92
2008;Usme;25 a 29 años;1428;13819;103.34
2008;Los Mártires;25 a 29 años;373;3960;94.19
2008;Barrios Unidos;25 a 29 años;455;8021;56.73
2008;Bosa;25 a 29 años;2602;26277;99.02
2008;Usaquén;25 a 29 años;1574;23276;67.62
2008;Teusaquillo;25 a 29 años;366;7127;51.35
2008;Suba;25 a 29 años;4061;48919;83.01
2008;Fontibón;25 a 29 años;1349;16013;84.24
2008;Bogotá;25 a 29 años;29138;328008;88.83
2008;Santa Fe;25 a 29 años;459;4431;103.59
2008;Sin Información;25 a 29 años;172;0;0
2008;Rafael Uribe Uribe;25 a 29 años;1688;16138;104.6
2008;Kennedy;25 a 29 años;4256;47042;90.47
2008;Tunjuelito;25 a 29 años;895;7797;114.79
2009;Los Mártires;25 a 29 años;353;3903;90.44
2009;Rafael Uribe Uribe;25 a 29 años;1633;16116;101.33
2009;San Cristóbal;25 a 29 años;1879;16935;110.95
2009;Antonio Nariño;25 a 29 años;344;4031;85.34
2009;Chapinero;25 a 29 años;433;8327;52
2009;Ciudad Bolívar;25 a 29 años;2526;26192;96.44
2009;Usme;25 a 29 años;1508;14193;106.25
2009;Kennedy;25 a 29 años;4317;47357;91.16
2009;Tunjuelito;25 a 29 años;887;7774;114.1
2009;Barrios Unidos;25 a 29 años;419;7608;55.07
2009;Santa Fe;25 a 29 años;418;4500;92.89
2009;Usaquén;25 a 29 años;1551;23742;65.33
2009;Engativá;25 a 29 años;3183;37492;84.9
2009;Teusaquillo;25 a 29 años;362;7165;50.52
2009;Puente Aranda;25 a 29 años;967;11341;85.27
2009;Bogotá;25 a 29 años;28897;331500;87.17
2009;Bosa;25 a 29 años;2617;27355;95.67
2009;Fontibón;25 a 29 años;1327;16322;81.3
2009;Sin Información;25 a 29 años;136;0;0
2009;Sumapaz;25 a 29 años;8;145;55.17
2009;Suba;25 a 29 años;3952;50056;78.95
2009;La Candelaria;25 a 29 años;77;946;81.4
2010;Puente Aranda;25 a 29 años;896;11221;79.85
2010;Antonio Nariño;25 a 29 años;301;3908;77.02
2010;Bosa;25 a 29 años;2549;28175;90.47
2010;Sumapaz;25 a 29 años;6;136;44.12
2010;Usaquén;25 a 29 años;1530;23985;63.79
2010;Barrios Unidos;25 a 29 años;448;7237;61.9
2010;Rafael Uribe Uribe;25 a 29 años;1509;16031;94.13
2010;Ciudad Bolívar;25 a 29 años;2415;26369;91.58
2010;San Cristóbal;25 a 29 años;1665;16874;98.67
2010;Bogotá;25 a 29 años;27082;332952;81.34
2010;Chapinero;25 a 29 años;511;8390;60.91
2010;Teusaquillo;25 a 29 años;300;7168;41.85
2010;Usme;25 a 29 años;1332;14468;92.07
2010;Los Mártires;25 a 29 años;317;3851;82.32
2010;Fontibón;25 a 29 años;1159;16491;70.28
2010;Tunjuelito;25 a 29 años;809;7726;104.71
2010;Sin Información;25 a 29 años;137;0;0
2010;Suba;25 a 29 años;3756;50741;74.02
2010;La Candelaria;25 a 29 años;111;913;121.58
2010;Kennedy;25 a 29 años;4120;47374;86.97
2010;Engativá;25 a 29 años;2829;37351;75.74
2010;Santa Fe;25 a 29 años;382;4543;84.09
2011;Puente Aranda;25 a 29 años;878;11052;79.44
2011;Sin Información;25 a 29 años;29;0;0
2011;Tunjuelito;25 a 29 años;784;7656;102.4
2011;Antonio Nariño;25 a 29 años;341;3794;89.88
2011;Fontibón;25 a 29 años;1152;16530;69.69
2011;La Candelaria;25 a 29 años;74;881;84
2011;Chapinero;25 a 29 años;416;8384;49.62
2011;Sumapaz;25 a 29 años;1;129;7.75
2011;Engativá;25 a 29 años;2716;37054;73.3
2011;Suba;25 a 29 años;3509;51002;68.8
2011;Teusaquillo;25 a 29 años;309;7139;43.28
2011;Rafael Uribe Uribe;25 a 29 años;1387;15885;87.32
2011;Santa Fe;25 a 29 años;336;4567;73.57
2011;Los Mártires;25 a 29 años;283;3806;74.36
2011;Bosa;25 a 29 años;2477;28748;86.16
2011;Ciudad Bolívar;25 a 29 años;2269;26403;85.94
2011;San Cristóbal;25 a 29 años;1532;16759;91.41
2011;Barrios Unidos;25 a 29 años;458;6907;66.31
2011;Bogotá;25 a 29 años;25402;332474;76.4
2011;Usaquén;25 a 29 años;1379;24018;57.42
2011;Usme;25 a 29 años;1235;14652;84.29
2011;Kennedy;25 a 29 años;3837;47108;81.45
2012;Fontibón;25 a 29 años;1126;16476;68.34
2012;Tunjuelito;25 a 29 años;700;7577;92.38
2012;Sin Información;25 a 29 años;8;0;0
2012;Antonio Nariño;25 a 29 años;260;3691;70.44
2012;La Candelaria;25 a 29 años;83;852;97.42
2012;Bosa;25 a 29 años;2475;29139;84.94
2012;Chapinero;25 a 29 años;474;8329;56.91
2012;Bogotá;25 a 29 años;24875;330759;75.21
2012;Los Mártires;25 a 29 años;304;3772;80.59
2012;Usme;25 a 29 años;1254;14775;84.87
2012;Suba;25 a 29 años;3444;50962;67.58
2012;Kennedy;25 a 29 años;3817;46661;81.8
2012;Ciudad Bolívar;25 a 29 años;2314;26348;87.82
2012;Rafael Uribe Uribe;25 a 29 años;1347;15710;85.74
2012;Engativá;25 a 29 años;2511;36673;68.47
2012;Usaquén;25 a 29 años;1382;23901;57.82
2012;Puente Aranda;25 a 29 años;786;10862;72.36
2012;Santa Fe;25 a 29 años;392;4580;85.59
2012;Barrios Unidos;25 a 29 años;391;6621;59.05
2012;San Cristóbal;25 a 29 años;1484;16619;89.3
2012;Teusaquillo;25 a 29 años;318;7089;44.86
2012;Sumapaz;25 a 29 años;5;122;40.98
2013;La Candelaria;25 a 29 años;95;828;114.73
2013;San Cristóbal;25 a 29 años;1371;16511;83.04
2013;Rafael Uribe Uribe;25 a 29 años;1382;15562;88.81
2013;Fontibón;25 a 29 años;1056;16397;64.4
2013;Kennedy;25 a 29 años;3656;46209;79.12
2013;Teusaquillo;25 a 29 años;322;7044;45.71
2013;Tunjuelito;25 a 29 años;652;7515;86.76
2013;Ciudad Bolívar;25 a 29 años;2214;26297;84.19
2013;Bosa;25 a 29 años;2271;29463;77.08
2013;Sumapaz;25 a 29 años;6;116;51.72
2013;Chapinero;25 a 29 años;450;8259;54.49
2013;Los Mártires;25 a 29 años;289;3755;76.96
2013;Usaquén;25 a 29 años;1362;23739;57.37
2013;Bogotá;25 a 29 años;24195;329022;73.54
2013;Sin Información;25 a 29 años;13;0;0
2013;Barrios Unidos;25 a 29 años;430;6393;67.26
2013;Engativá;25 a 29 años;2462;36331;67.77
2013;Santa Fe;25 a 29 años;339;4596;73.76
2013;Usme;25 a 29 años;1182;14890;79.38
2013;Suba;25 a 29 años;3524;50822;69.34
2013;Antonio Nariño;25 a 29 años;308;3608;85.37
2013;Puente Aranda;25 a 29 años;811;10687;75.89
2014;Teusaquillo;25 a 29 años;344;7032;48.92
2014;Rafael Uribe Uribe;25 a 29 años;1249;15497;80.6
2014;Kennedy;25 a 29 años;3688;45951;80.26
2014;Engativá;25 a 29 años;2666;36169;73.71
2014;Puente Aranda;25 a 29 años;831;10569;78.63
2014;Ciudad Bolívar;25 a 29 años;2285;26360;86.68
2014;San Cristóbal;25 a 29 años;1401;16490;84.96
2014;Bogotá;25 a 29 años;24452;328638;74.4
2014;Tunjuelito;25 a 29 años;661;7493;88.22
2014;Sumapaz;25 a 29 años;6;114;52.63
2014;Usme;25 a 29 años;1150;15053;76.4
2014;La Candelaria;25 a 29 años;99;809;122.37
2014;Santa Fe;25 a 29 años;394;4638;84.95
2014;Chapinero;25 a 29 años;387;8215;47.11
2014;Sin Información;25 a 29 años;31;0;0
2014;Bosa;25 a 29 años;2299;29853;77.01
2014;Barrios Unidos;25 a 29 años;373;6237;59.8
2014;Suba;25 a 29 años;3573;50818;70.31
2014;Los Mártires;25 a 29 años;322;3769;85.43
2014;Antonio Nariño;25 a 29 años;313;3560;87.92
2014;Usaquén;25 a 29 años;1315;23639;55.63
2014;Fontibón;25 a 29 años;1065;16372;65.05
2015;Rafael Uribe Uribe;25 a 29 años;1313;15536;84.51
2015;Sumapaz;25 a 29 años;13;113;115.04
2015;Tunjuelito;25 a 29 años;685;7523;91.05
2015;Puente Aranda;25 a 29 años;830;10526;78.85
2015;Los Mártires;25 a 29 años;275;3818;72.03
2015;Suba;25 a 29 años;3588;51063;70.27
2015;Chapinero;25 a 29 años;406;8213;49.43
2015;Ciudad Bolívar;25 a 29 años;2368;26581;89.09
2015;Bosa;25 a 29 años;2610;30369;85.94
2015;Engativá;25 a 29 años;2508;36237;69.21
2015;Antonio Nariño;25 a 29 años;304;3540;85.88
2015;Santa Fe;25 a 29 años;360;4707;76.48
2015;Teusaquillo;25 a 29 años;294;7064;41.62
2015;La Candelaria;25 a 29 años;81;797;101.63
2015;Kennedy;25 a 29 años;3766;45961;81.94
2015;Usaquén;25 a 29 años;1405;23658;59.39
2015;Fontibón;25 a 29 años;1108;16429;67.44
2015;Usme;25 a 29 años;1187;15295;77.61
2015;Barrios Unidos;25 a 29 años;397;6148;64.57
2015;Bogotá;25 a 29 años;25002;330162;75.73
2015;Sin Información;25 a 29 años;84;0;0
2015;San Cristóbal;25 a 29 años;1420;16584;85.62
2016;Kennedy;25 a 29 años;3599;46333;77.68
2016;Tunjuelito;25 a 29 años;662;7615;86.93
2016;Usaquén;25 a 29 años;1375;23846;57.66
2016;Usme;25 a 29 años;1307;15645;83.54
2016;Sumapaz;25 a 29 años;4;111;36.04
2016;Antonio Nariño;25 a 29 años;313;3559;87.95
2016;Chapinero;25 a 29 años;419;8271;50.66
2016;Santa Fe;25 a 29 años;326;4816;67.69
2016;Puente Aranda;25 a 29 años;772;10572;73.02
2016;Rafael Uribe Uribe;25 a 29 años;1388;15710;88.35
2016;Sin Información;25 a 29 años;155;0;0
2016;Los Mártires;25 a 29 años;317;3902;81.24
2016;La Candelaria;25 a 29 años;73;793;92.06
2016;Barrios Unidos;25 a 29 años;357;6130;58.24
2016;Suba;25 a 29 años;3468;51671;67.12
2016;Teusaquillo;25 a 29 años;303;7150;42.38
2016;Bosa;25 a 29 años;2394;31079;77.03
2016;San Cristóbal;25 a 29 años;1388;16817;82.54
2016;Ciudad Bolívar;25 a 29 años;2218;27011;82.11
2016;Bogotá;25 a 29 años;24373;334240;72.92
2016;Fontibón;25 a 29 años;1085;16609;65.33
2016;Engativá;25 a 29 años;2450;36600;66.94
2017;Santa Fe;25 a 29 años;393;4954;79.33
2017;Kennedy;25 a 29 años;3494;46950;74.42
2017;Ciudad Bolívar;25 a 29 años;2266;27581;82.16
2017;Bosa;25 a 29 años;2368;31920;74.19
2017;Barrios Unidos;25 a 29 años;360;6163;58.41
2017;Antonio Nariño;25 a 29 años;292;3605;81
2017;Usme;25 a 29 años;1236;16059;76.97
2017;Rafael Uribe Uribe;25 a 29 años;1155;15972;72.31
2017;Fontibón;25 a 29 años;971;16876;57.54
2017;La Candelaria;25 a 29 años;72;794;90.68
2017;Los Mártires;25 a 29 años;241;4012;60.07
2017;Engativá;25 a 29 años;2259;37164;60.78
2017;Bogotá;25 a 29 años;23039;340074;67.75
2017;Teusaquillo;25 a 29 años;248;7278;34.08
2017;Tunjuelito;25 a 29 años;603;7751;77.8
2017;Sin Información;25 a 29 años;37;0;0
2017;San Cristóbal;25 a 29 años;1261;17143;73.56
2017;Suba;25 a 29 años;3419;52534;65.08
2017;Puente Aranda;25 a 29 años;654;10685;61.21
2017;Usaquén;25 a 29 años;1293;24155;53.53
2017;Chapinero;25 a 29 años;413;8365;49.37
2017;Sumapaz;25 a 29 años;4;113;35.4
2018;Santa Fe;25 a 29 años;399;5049;79.03
2018;Ciudad Bolívar;25 a 29 años;2283;29173;78.26
2018;Teusaquillo;25 a 29 años;254;6876;36.94
2018;Usaquén;25 a 29 años;1218;24965;48.79
2018;Los Mártires;25 a 29 años;270;3602;74.96
2018;Sin Información;25 a 29 años;37;0;0
2018;Tunjuelito;25 a 29 años;616;8084;76.2
2018;Antonio Nariño;25 a 29 años;253;3535;71.57
2018;Barrios Unidos;25 a 29 años;346;6443;53.7
2018;San Cristóbal;25 a 29 años;1150;17488;65.76
2018;Fontibón;25 a 29 años;952;16741;56.87
2018;Bosa;25 a 29 años;2282;33088;68.97
2018;Kennedy;25 a 29 años;3350;48505;69.07
2018;Chapinero;25 a 29 años;307;8665;35.43
2018;Rafael Uribe Uribe;25 a 29 años;1228;16497;74.44
2018;Engativá;25 a 29 años;2280;38753;58.83
2018;Sumapaz;25 a 29 años;3;117;25.64
2018;Usme;25 a 29 años;1233;16801;73.39
2018;La Candelaria;25 a 29 años;67;814;82.31
2018;Puente Aranda;25 a 29 años;623;11000;56.64
2018;Suba;25 a 29 años;3124;54425;57.4
2018;Bogotá;25 a 29 años;22275;350621;63.53
2019;Usme;25 a 29 años;1258;17495;71.91
2019;Rafael Uribe Uribe;25 a 29 años;1292;17153;75.32
2019;Los Mártires;25 a 29 años;349;4616;75.61
2019;Teusaquillo;25 a 29 años;279;7911;35.27
2019;Santa Fe;25 a 29 años;410;5310;77.21
2019;Bogotá;25 a 29 años;22417;364423;61.51
2019;Kennedy;25 a 29 años;3249;49015;66.29
2019;Tunjuelito;25 a 29 años;640;8390;76.28
2019;Sumapaz;25 a 29 años;5;119;42.02
2019;Bosa;25 a 29 años;2434;34489;70.57
2019;Sin Información;25 a 29 años;33;0;0
2019;Usaquén;25 a 29 años;1203;25877;46.49
2019;Ciudad Bolívar;25 a 29 años;2273;29924;75.96
2019;Puente Aranda;25 a 29 años;636;11350;56.04
2019;Suba;25 a 29 años;3163;56515;55.97
2019;Antonio Nariño;25 a 29 años;262;3783;69.26
2019;Barrios Unidos;25 a 29 años;338;6754;50.04
2019;Engativá;25 a 29 años;2171;39628;54.78
2019;San Cristóbal;25 a 29 años;1097;18321;59.88
2019;Fontibón;25 a 29 años;939;17837;52.64
2019;La Candelaria;25 a 29 años;66;829;79.61
2019;Chapinero;25 a 29 años;320;9107;35.14
2020;Puente Aranda;25 a 29 años;688;11837;58.12
2020;Teusaquillo;25 a 29 años;256;7927;32.29
2020;Kennedy;25 a 29 años;3079;51602;59.67
2020;Bogotá;25 a 29 años;21318;382205;55.78
2020;Fontibón;25 a 29 años;803;18686;42.97
2020;Engativá;25 a 29 años;1943;41148;47.22
2020;Antonio Nariño;25 a 29 años;296;4001;73.98
2020;La Candelaria;25 a 29 años;71;889;79.87
2020;Suba;25 a 29 años;2940;59170;49.69
2020;Chapinero;25 a 29 años;291;9317;31.23
2020;Tunjuelito;25 a 29 años;593;8802;67.37
2020;Ciudad Bolívar;25 a 29 años;2303;31791;72.44
2020;Bosa;25 a 29 años;2326;36460;63.8
2020;Rafael Uribe Uribe;25 a 29 años;1290;18107;71.24
2020;San Cristóbal;25 a 29 años;1163;19449;59.8
2020;Usaquén;25 a 29 años;1022;26738;38.22
2020;Usme;25 a 29 años;1201;18701;64.22
2020;Los Mártires;25 a 29 años;329;4929;66.75
