ANO;LOCALIDAD;SEXO;MIGRANTE;TOTAL_NACIDOS_VIVOS;TOTAL_BPN;PROPORCIÓN
2012;00 - Bogotá;Femenino;Colombiano;51226;7148;13.95
2012;10 - Engativá;Femenino;Colombiano;4770;655;13.73
2012;07 - Bosa;Femenino;Colombiano;5108;707;13.84
2012;04 - San Cristóbal;Femenino;Colombiano;3164;499;15.77
2012;08 - Kennedy;Femenino;Colombiano;7603;1026;13.49
2012;01 - Usaquén;Femenino;Colombiano;2968;434;14.62
2012;16 - Puente Aranda;Femenino;Colombiano;1483;166;11.19
2012;14 - Los Mártires;Femenino;Colombiano;628;99;15.76
2012;11 - Suba;Femenino;Colombiano;6982;988;14.15
2012;05 - Usme;Femenino;Colombiano;2906;393;13.52
2012;19 - Ciudad Bolívar;Femenino;Colombiano;5251;726;13.83
2012;03 - Santa Fe;Femenino;Colombiano;846;120;14.18
2012;12 - Barrios Unidos;Femenino;Colombiano;847;126;14.88
2012;06 - Tunjuelito;Femenino;Colombiano;1410;180;12.77
2012;18 - Rafael Uribe Uribe;Femenino;Colombiano;2813;408;14.5
2012;13 - Teusaquillo;Femenino;Colombiano;596;100;16.78
2012;09 - Fontibón;Femenino;Colombiano;2151;268;12.46
2012;02 - Chapinero;Femenino;Colombiano;932;147;15.77
2012;15 - Antonio Nariño;Femenino;Colombiano;581;78;13.43
2012;17 - La Candelaria;Femenino;Colombiano;147;21;14.29
2012;99 - Sin Información;Femenino;Colombiano;22;6;27.27
2012;20 - Sumapaz;Femenino;Colombiano;18;1;5.56
2012;00 - Bogotá;Femenino;Extranjero;209;23;11.0
2012;11 - Suba;Femenino;Extranjero;25;2;8.0
2012;13 - Teusaquillo;Femenino;Extranjero;6;1;16.67
2012;02 - Chapinero;Femenino;Extranjero;54;8;14.81
2012;01 - Usaquén;Femenino;Extranjero;58;6;10.34
2012;03 - Santa Fe;Femenino;Extranjero;9;0;0.0
2012;18 - Rafael Uribe Uribe;Femenino;Extranjero;3;0;0.0
2012;10 - Engativá;Femenino;Extranjero;11;1;9.09
2012;12 - Barrios Unidos;Femenino;Extranjero;4;1;25.0
2012;09 - Fontibón;Femenino;Extranjero;7;0;0.0
2012;19 - Ciudad Bolívar;Femenino;Extranjero;3;1;33.33
2012;14 - Los Mártires;Femenino;Extranjero;8;1;12.5
2012;04 - San Cristóbal;Femenino;Extranjero;3;0;0.0
2012;05 - Usme;Femenino;Extranjero;1;0;0.0
2012;08 - Kennedy;Femenino;Extranjero;8;0;0.0
2012;15 - Antonio Nariño;Femenino;Extranjero;1;0;0.0
2012;07 - Bosa;Femenino;Extranjero;2;1;50.0
2012;17 - La Candelaria;Femenino;Extranjero;2;0;0.0
2012;99 - Sin Información;Femenino;Extranjero;1;0;0.0
2012;16 - Puente Aranda;Femenino;Extranjero;1;0;0.0
2012;06 - Tunjuelito;Femenino;Extranjero;2;1;50.0
2012;00 - Bogotá;Femenino;Sin Informacion;18;4;22.22
2012;08 - Kennedy;Femenino;Sin Informacion;5;2;40.0
2012;19 - Ciudad Bolívar;Femenino;Sin Informacion;3;0;0.0
2012;99 - Sin Información;Femenino;Sin Informacion;1;0;0.0
2012;18 - Rafael Uribe Uribe;Femenino;Sin Informacion;1;0;0.0
2012;01 - Usaquén;Femenino;Sin Informacion;1;0;0.0
2012;14 - Los Mártires;Femenino;Sin Informacion;1;1;100.0
2012;07 - Bosa;Femenino;Sin Informacion;2;0;0.0
2012;16 - Puente Aranda;Femenino;Sin Informacion;1;0;0.0
2012;03 - Santa Fe;Femenino;Sin Informacion;2;1;50.0
2012;15 - Antonio Nariño;Femenino;Sin Informacion;1;0;0.0
2012;00 - Bogotá;Masculino;Colombiano;53609;6426;11.99
2012;05 - Usme;Masculino;Colombiano;3096;394;12.73
2012;10 - Engativá;Masculino;Colombiano;4837;550;11.37
2012;11 - Suba;Masculino;Colombiano;7401;880;11.89
2012;02 - Chapinero;Masculino;Colombiano;1043;139;13.33
2012;18 - Rafael Uribe Uribe;Masculino;Colombiano;2956;371;12.55
2012;04 - San Cristóbal;Masculino;Colombiano;3322;415;12.49
2012;19 - Ciudad Bolívar;Masculino;Colombiano;5493;664;12.09
2012;08 - Kennedy;Masculino;Colombiano;7996;968;12.11
2012;07 - Bosa;Masculino;Colombiano;5275;611;11.58
2012;06 - Tunjuelito;Masculino;Colombiano;1516;160;10.55
2012;15 - Antonio Nariño;Masculino;Colombiano;535;60;11.21
2012;14 - Los Mártires;Masculino;Colombiano;656;84;12.8
2012;01 - Usaquén;Masculino;Colombiano;3133;374;11.94
2012;12 - Barrios Unidos;Masculino;Colombiano;822;91;11.07
2012;09 - Fontibón;Masculino;Colombiano;2258;268;11.87
2012;16 - Puente Aranda;Masculino;Colombiano;1555;185;11.9
2012;13 - Teusaquillo;Masculino;Colombiano;609;69;11.33
2012;03 - Santa Fe;Masculino;Colombiano;823;103;12.52
2012;20 - Sumapaz;Masculino;Colombiano;26;3;11.54
2012;17 - La Candelaria;Masculino;Colombiano;237;34;14.35
2012;99 - Sin Información;Masculino;Colombiano;20;3;15.0
2012;00 - Bogotá;Masculino;Extranjero;235;22;9.36
2012;02 - Chapinero;Masculino;Extranjero;53;4;7.55
2012;11 - Suba;Masculino;Extranjero;40;6;15.0
2012;19 - Ciudad Bolívar;Masculino;Extranjero;3;0;0.0
2012;03 - Santa Fe;Masculino;Extranjero;7;2;28.57
2012;09 - Fontibón;Masculino;Extranjero;10;3;30.0
2012;01 - Usaquén;Masculino;Extranjero;64;6;9.38
2012;13 - Teusaquillo;Masculino;Extranjero;6;0;0.0
2012;10 - Engativá;Masculino;Extranjero;13;0;0.0
2012;14 - Los Mártires;Masculino;Extranjero;7;0;0.0
2012;07 - Bosa;Masculino;Extranjero;4;0;0.0
2012;12 - Barrios Unidos;Masculino;Extranjero;6;1;16.67
2012;18 - Rafael Uribe Uribe;Masculino;Extranjero;4;0;0.0
2012;06 - Tunjuelito;Masculino;Extranjero;3;0;0.0
2012;15 - Antonio Nariño;Masculino;Extranjero;2;0;0.0
2012;05 - Usme;Masculino;Extranjero;3;0;0.0
2012;04 - San Cristóbal;Masculino;Extranjero;2;0;0.0
2012;08 - Kennedy;Masculino;Extranjero;6;0;0.0
2012;16 - Puente Aranda;Masculino;Extranjero;1;0;0.0
2012;17 - La Candelaria;Masculino;Extranjero;1;0;0.0
2012;00 - Bogotá;Masculino;Sin Informacion;17;6;35.29
2012;09 - Fontibón;Masculino;Sin Informacion;1;0;0.0
2012;19 - Ciudad Bolívar;Masculino;Sin Informacion;4;1;25.0
2012;01 - Usaquén;Masculino;Sin Informacion;2;0;0.0
2012;03 - Santa Fe;Masculino;Sin Informacion;1;0;0.0
2012;13 - Teusaquillo;Masculino;Sin Informacion;1;0;0.0
2012;08 - Kennedy;Masculino;Sin Informacion;3;2;66.67
2012;07 - Bosa;Masculino;Sin Informacion;2;0;0.0
2012;14 - Los Mártires;Masculino;Sin Informacion;2;2;100.0
2012;16 - Puente Aranda;Masculino;Sin Informacion;1;1;100.0
2013;00 - Bogotá;Femenino;Colombiano;50093;7070;14.11
2013;19 - Ciudad Bolívar;Femenino;Colombiano;4951;775;15.65
2013;05 - Usme;Femenino;Colombiano;2673;413;15.45
2013;06 - Tunjuelito;Femenino;Colombiano;1481;216;14.58
2013;07 - Bosa;Femenino;Colombiano;4958;657;13.25
2013;18 - Rafael Uribe Uribe;Femenino;Colombiano;2812;378;13.44
2013;08 - Kennedy;Femenino;Colombiano;7384;1060;14.36
2013;03 - Santa Fe;Femenino;Colombiano;827;134;16.2
2013;04 - San Cristóbal;Femenino;Colombiano;2903;421;14.5
2013;10 - Engativá;Femenino;Colombiano;4596;588;12.79
2013;01 - Usaquén;Femenino;Colombiano;2895;391;13.51
2013;12 - Barrios Unidos;Femenino;Colombiano;795;102;12.83
2013;11 - Suba;Femenino;Colombiano;7147;989;13.84
2013;02 - Chapinero;Femenino;Colombiano;896;112;12.5
2013;14 - Los Mártires;Femenino;Colombiano;610;91;14.92
2013;16 - Puente Aranda;Femenino;Colombiano;1515;220;14.52
2013;15 - Antonio Nariño;Femenino;Colombiano;650;103;15.85
2013;09 - Fontibón;Femenino;Colombiano;2107;274;13.0
2013;17 - La Candelaria;Femenino;Colombiano;174;26;14.94
2013;13 - Teusaquillo;Femenino;Colombiano;676;116;17.16
2013;20 - Sumapaz;Femenino;Colombiano;17;2;11.76
2013;99 - Sin Información;Femenino;Colombiano;26;2;7.69
2013;00 - Bogotá;Femenino;Extranjero;234;47;20.09
2013;13 - Teusaquillo;Femenino;Extranjero;12;4;33.33
2013;11 - Suba;Femenino;Extranjero;39;5;12.82
2013;01 - Usaquén;Femenino;Extranjero;65;15;23.08
2013;02 - Chapinero;Femenino;Extranjero;52;13;25.0
2013;17 - La Candelaria;Femenino;Extranjero;3;0;0.0
2013;14 - Los Mártires;Femenino;Extranjero;7;1;14.29
2013;08 - Kennedy;Femenino;Extranjero;12;5;41.67
2013;03 - Santa Fe;Femenino;Extranjero;7;0;0.0
2013;09 - Fontibón;Femenino;Extranjero;10;0;0.0
2013;06 - Tunjuelito;Femenino;Extranjero;4;0;0.0
2013;10 - Engativá;Femenino;Extranjero;9;1;11.11
2013;12 - Barrios Unidos;Femenino;Extranjero;3;0;0.0
2013;07 - Bosa;Femenino;Extranjero;2;0;0.0
2013;16 - Puente Aranda;Femenino;Extranjero;2;1;50.0
2013;18 - Rafael Uribe Uribe;Femenino;Extranjero;5;0;0.0
2013;99 - Sin Información;Femenino;Extranjero;1;1;100.0
2013;19 - Ciudad Bolívar;Femenino;Extranjero;1;1;100.0
2013;00 - Bogotá;Femenino;Sin Informacion;7;3;42.86
2013;08 - Kennedy;Femenino;Sin Informacion;2;1;50.0
